pair,ts,direction,reason
GBPJPY,2025-09-23 07:54:00+00:00,1,position_open
GBPJPY,2025-09-23 09:12:00+00:00,-1,position_open
GBPJPY,2025-09-23 12:05:00+00:00,1,position_open
GBPJPY,2025-09-23 18:02:00+00:00,-1,position_open
GBPJPY,2025-09-23 20:35:00+00:00,1,position_open
GBPJPY,2025-09-23 21:17:00+00:00,-1,position_open
GBPJPY,2025-09-23 22:32:00+00:00,1,position_open
GBPJPY,2025-09-24 00:58:00+00:00,1,position_open
GBPJPY,2025-09-24 07:40:00+00:00,-1,position_open
GBPJPY,2025-09-24 09:15:00+00:00,1,position_open
GBPJPY,2025-09-24 13:41:00+00:00,-1,position_open
GBPJPY,2025-09-24 15:08:00+00:00,1,position_open
GBPJPY,2025-09-24 22:30:00+00:00,1,position_open
GBPJPY,2025-09-25 00:31:00+00:00,-1,position_open
GBPJPY,2025-09-25 02:21:00+00:00,-1,position_open
GBPJPY,2025-09-25 03:04:00+00:00,1,position_open
GBPJPY,2025-09-25 05:09:00+00:00,-1,position_open
GBPJPY,2025-09-25 05:53:00+00:00,1,position_open
GBPJPY,2025-09-25 08:08:00+00:00,-1,position_open
GBPJPY,2025-09-25 15:55:00+00:00,1,position_open
GBPJPY,2025-09-25 17:34:00+00:00,-1,position_open
GBPJPY,2025-09-25 19:30:00+00:00,-1,position_open
GBPJPY,2025-09-25 20:45:00+00:00,1,position_open
GBPJPY,2025-09-25 22:02:00+00:00,-1,position_open
GBPJPY,2025-09-25 22:47:00+00:00,1,position_open
GBPJPY,2025-09-25 23:13:00+00:00,-1,position_open
GBPJPY,2025-09-25 23:27:00+00:00,1,position_open
GBPJPY,2025-09-26 00:34:00+00:00,-1,position_open
GBPJPY,2025-09-26 01:47:00+00:00,1,position_open
GBPJPY,2025-09-26 05:38:00+00:00,-1,position_open
GBPJPY,2025-09-26 05:51:00+00:00,1,position_open
GBPJPY,2025-09-26 11:32:00+00:00,-1,position_open
GBPJPY,2025-09-26 13:55:00+00:00,1,position_open
GBPJPY,2025-09-28 21:27:00+00:00,-1,position_open
GBPJPY,2025-09-29 05:49:00+00:00,-1,position_open
GBPJPY,2025-09-29 12:41:00+00:00,1,position_open
GBPJPY,2025-09-29 14:36:00+00:00,-1,position_open
GBPJPY,2025-09-29 19:11:00+00:00,1,position_open
GBPJPY,2025-09-29 21:24:00+00:00,-1,position_open
GBPJPY,2025-09-29 22:44:00+00:00,1,position_open
GBPJPY,2025-09-30 00:00:00+00:00,1,position_open
GBPJPY,2025-09-30 04:30:00+00:00,-1,position_open
GBPJPY,2025-09-30 12:58:00+00:00,-1,position_open
GBPJPY,2025-09-30 15:20:00+00:00,1,position_open
GBPJPY,2025-09-30 16:52:00+00:00,-1,position_open
GBPJPY,2025-09-30 19:59:00+00:00,1,position_open
GBPJPY,2025-09-30 20:56:00+00:00,1,position_open
GBPJPY,2025-09-30 21:21:00+00:00,-1,position_open
GBPJPY,2025-09-30 22:35:00+00:00,1,position_open
GBPJPY,2025-10-01 02:22:00+00:00,-1,position_open
GBPJPY,2025-10-09 22:00:00+00:00,1,position_open
GBPJPY,2025-10-10 03:29:00+00:00,-1,position_open
GBPJPY,2025-10-14 21:04:00+00:00,1,invalid_sl
GBPJPY,2025-10-14 22:00:00+00:00,-1,invalid_sl
GBPJPY,2025-10-16 23:51:00+00:00,-1,invalid_sl
GBPJPY,2025-10-19 22:00:00+00:00,-1,invalid_sl
GBPJPY,2025-10-21 18:36:00+00:00,1,position_open
GBPJPY,2025-12-02 00:00:00+00:00,1,invalid_sl
GBPJPY,2025-12-08 22:31:00+00:00,-1,invalid_sl
GBPJPY,2025-12-10 11:51:00+00:00,-1,invalid_sl
GBPJPY,2025-12-22 18:39:00+00:00,1,position_open
GBPJPY,2025-12-22 20:27:00+00:00,1,position_open
GBPJPY,2025-12-25 03:16:00+00:00,1,invalid_sl
GBPJPY,2026-01-19 23:31:00+00:00,1,position_open
GBPJPY,2026-01-27 15:41:00+00:00,1,position_open
GBPJPY,2026-01-27 16:55:00+00:00,1,position_open
GBPJPY,2026-01-27 17:54:00+00:00,-1,position_open
GBPJPY,2026-01-27 21:47:00+00:00,1,position_open
GBPJPY,2026-01-27 23:03:00+00:00,1,position_open
GBPJPY,2026-01-28 03:58:00+00:00,-1,position_open
GBPJPY,2026-01-28 14:10:00+00:00,1,position_open
GBPJPY,2026-02-11 21:59:00+00:00,1,invalid_sl
GBPJPY,2026-02-16 12:34:00+00:00,-1,invalid_sl
GBPJPY,2026-02-16 23:30:00+00:00,1,invalid_sl
GBPJPY,2026-02-24 07:05:00+00:00,-1,invalid_sl
GBPJPY,2026-03-01 23:00:00+00:00,-1,invalid_sl
GBPJPY,2026-03-06 13:30:00+00:00,1,invalid_sl
GBPJPY,2026-03-08 22:00:00+00:00,-1,invalid_sl
GBPJPY,2026-03-26 23:01:00+00:00,1,invalid_sl
GBPJPY,2026-04-01 19:50:00+00:00,1,invalid_sl
GBPJPY,2026-04-21 22:53:00+00:00,1,position_open
GBPJPY,2026-04-23 11:48:00+00:00,1,invalid_sl
GBPJPY,2026-05-14 12:35:00+00:00,-1,position_open
GBPJPY,2026-05-26 22:59:00+00:00,1,invalid_sl
GBPJPY,2026-05-27 23:21:00+00:00,1,invalid_sl
GBPJPY,2026-06-10 02:12:00+00:00,-1,position_open
GBPJPY,2026-06-10 02:43:00+00:00,1,position_open
GBPJPY,2026-06-23 00:30:00+00:00,-1,invalid_sl
AUDJPY,2024-01-04 22:04:00+00:00,1,invalid_sl
AUDJPY,2024-01-17 11:11:00+00:00,1,position_open
AUDJPY,2024-02-12 00:50:00+00:00,1,position_open
AUDJPY,2024-02-12 02:01:00+00:00,-1,position_open
AUDJPY,2024-02-12 07:59:00+00:00,1,position_open
AUDJPY,2024-02-16 13:30:00+00:00,1,invalid_sl
AUDJPY,2024-02-23 21:58:00+00:00,1,invalid_sl
AUDJPY,2024-02-28 01:00:00+00:00,1,invalid_sl
AUDJPY,2024-02-29 21:59:00+00:00,1,invalid_sl
AUDJPY,2024-03-05 15:00:00+00:00,-1,invalid_sl
AUDJPY,2024-03-15 07:55:00+00:00,1,invalid_sl
AUDJPY,2024-03-15 20:55:00+00:00,-1,position_open
AUDJPY,2024-03-21 00:30:00+00:00,-1,invalid_sl
AUDJPY,2024-03-29 20:26:00+00:00,-1,invalid_sl
AUDJPY,2024-04-02 06:05:00+00:00,-1,invalid_sl
AUDJPY,2024-04-03 22:00:00+00:00,-1,invalid_sl
AUDJPY,2024-04-14 23:01:00+00:00,1,invalid_sl
AUDJPY,2024-04-15 10:19:00+00:00,1,invalid_sl
AUDJPY,2024-04-29 22:00:00+00:00,1,position_open
AUDJPY,2024-04-29 23:00:00+00:00,1,position_open
AUDJPY,2024-05-07 23:00:00+00:00,-1,invalid_sl
AUDJPY,2024-05-08 08:35:00+00:00,1,invalid_sl
AUDJPY,2024-05-08 10:53:00+00:00,-1,invalid_sl
AUDJPY,2024-05-15 21:40:00+00:00,-1,invalid_sl
AUDJPY,2024-05-21 21:27:00+00:00,-1,position_open
AUDJPY,2024-05-21 22:41:00+00:00,1,position_open
AUDJPY,2024-05-29 04:58:00+00:00,-1,position_open
AUDJPY,2024-06-06 09:10:00+00:00,1,invalid_sl
AUDJPY,2024-06-14 19:30:00+00:00,1,invalid_sl
AUDJPY,2024-06-17 13:24:00+00:00,1,invalid_sl
AUDJPY,2024-06-19 04:52:00+00:00,1,invalid_sl
AUDJPY,2024-07-02 16:39:00+00:00,1,invalid_sl
AUDJPY,2024-07-03 12:15:00+00:00,-1,invalid_sl
AUDJPY,2024-07-03 22:00:00+00:00,-1,invalid_sl
AUDJPY,2024-07-08 11:12:00+00:00,-1,invalid_sl
AUDJPY,2024-07-08 20:59:00+00:00,1,invalid_sl
AUDJPY,2024-07-09 22:21:00+00:00,1,invalid_sl
AUDJPY,2024-07-10 22:49:00+00:00,1,position_open
AUDJPY,2024-07-12 12:30:00+00:00,-1,invalid_sl
AUDJPY,2024-07-22 01:22:00+00:00,-1,position_open
AUDJPY,2024-08-14 22:00:00+00:00,-1,invalid_sl
AUDJPY,2024-08-15 22:00:00+00:00,1,invalid_sl
AUDJPY,2024-09-05 13:53:00+00:00,-1,position_open
AUDJPY,2024-09-20 20:18:00+00:00,1,position_open
AUDJPY,2024-10-01 18:35:00+00:00,1,position_open
AUDJPY,2024-10-01 20:32:00+00:00,-1,position_open
AUDJPY,2024-10-02 00:17:00+00:00,1,position_open
AUDJPY,2024-10-28 04:32:00+00:00,-1,position_open
AUDJPY,2024-10-28 05:13:00+00:00,1,position_open
AUDJPY,2024-10-28 06:12:00+00:00,-1,position_open
AUDJPY,2024-10-28 07:55:00+00:00,-1,position_open
AUDJPY,2024-10-28 14:57:00+00:00,1,position_open
AUDJPY,2024-10-28 18:18:00+00:00,1,position_open
AUDJPY,2024-10-28 19:14:00+00:00,-1,position_open
AUDJPY,2024-10-28 23:08:00+00:00,-1,position_open
AUDJPY,2024-11-01 19:06:00+00:00,-1,invalid_sl
AUDJPY,2024-11-04 05:32:00+00:00,-1,position_open
AUDJPY,2024-11-04 05:49:00+00:00,1,position_open
AUDJPY,2024-11-07 23:35:00+00:00,1,invalid_sl
AUDJPY,2024-11-28 23:29:00+00:00,-1,position_open
AUDJPY,2024-11-29 09:46:00+00:00,-1,invalid_sl
AUDJPY,2024-12-02 20:15:00+00:00,1,invalid_sl
AUDJPY,2024-12-12 22:59:00+00:00,1,invalid_sl
AUDJPY,2024-12-17 22:54:00+00:00,1,invalid_sl
AUDJPY,2024-12-26 12:04:00+00:00,1,invalid_sl
AUDJPY,2025-01-02 22:57:00+00:00,1,invalid_sl
AUDJPY,2025-01-06 22:57:00+00:00,1,invalid_sl
AUDJPY,2025-01-09 10:10:00+00:00,-1,invalid_sl
AUDJPY,2025-01-14 21:21:00+00:00,1,invalid_sl
AUDJPY,2025-01-24 06:44:00+00:00,-1,invalid_sl
AUDJPY,2025-01-29 07:25:00+00:00,-1,position_open
AUDJPY,2025-02-04 20:00:00+00:00,1,invalid_sl
AUDJPY,2025-02-10 00:15:00+00:00,1,invalid_sl
AUDJPY,2025-02-20 16:43:00+00:00,-1,position_open
AUDJPY,2025-02-20 17:30:00+00:00,1,position_open
AUDJPY,2025-02-20 18:41:00+00:00,1,position_open
AUDJPY,2025-03-04 17:40:00+00:00,1,invalid_sl
AUDJPY,2025-03-31 22:00:00+00:00,-1,invalid_sl
AUDJPY,2025-05-01 23:35:00+00:00,1,position_open
AUDJPY,2025-05-15 20:59:00+00:00,1,invalid_sl
AUDJPY,2025-05-15 23:09:00+00:00,-1,position_open
AUDJPY,2025-05-19 03:32:00+00:00,1,position_open
AUDJPY,2025-05-19 05:35:00+00:00,-1,position_open
AUDJPY,2025-05-19 08:42:00+00:00,1,position_open
AUDJPY,2025-06-03 10:45:00+00:00,1,invalid_sl
AUDJPY,2025-06-24 05:46:00+00:00,1,invalid_sl
AUDJPY,2025-06-24 11:05:00+00:00,1,invalid_sl
AUDJPY,2025-06-25 22:00:00+00:00,-1,invalid_sl
AUDJPY,2025-06-25 23:00:00+00:00,1,invalid_sl
AUDJPY,2025-06-27 16:55:00+00:00,-1,invalid_sl
AUDJPY,2025-06-27 17:45:00+00:00,1,invalid_sl
AUDJPY,2025-07-10 02:49:00+00:00,1,position_open
AUDJPY,2025-07-15 03:19:00+00:00,-1,invalid_sl
AUDJPY,2025-07-16 23:07:00+00:00,-1,position_open
AUDJPY,2025-07-23 17:50:00+00:00,1,invalid_sl
AUDJPY,2025-07-30 18:36:00+00:00,-1,invalid_sl
AUDJPY,2025-08-07 20:59:00+00:00,1,invalid_sl
AUDJPY,2025-08-12 22:06:00+00:00,1,position_open
AUDJPY,2025-08-12 23:30:00+00:00,1,position_open
AUDJPY,2025-08-13 00:42:00+00:00,-1,position_open
AUDJPY,2025-08-17 23:26:00+00:00,1,invalid_sl
AUDJPY,2025-08-22 20:55:00+00:00,1,invalid_sl
AUDJPY,2025-08-28 22:41:00+00:00,1,position_open
AUDJPY,2025-08-29 01:18:00+00:00,1,position_open
AUDJPY,2025-09-03 23:08:00+00:00,-1,position_open
AUDJPY,2025-09-04 19:21:00+00:00,1,position_open
AUDJPY,2025-09-04 19:55:00+00:00,-1,position_open
AUDJPY,2025-09-04 20:36:00+00:00,1,position_open
AUDJPY,2025-09-08 23:35:00+00:00,-1,position_open
AUDJPY,2025-09-09 00:52:00+00:00,-1,position_open
AUDJPY,2025-09-09 22:36:00+00:00,1,position_open
AUDJPY,2025-09-09 23:07:00+00:00,-1,position_open
AUDJPY,2025-09-14 22:00:00+00:00,-1,invalid_sl
AUDJPY,2025-09-24 22:00:00+00:00,-1,invalid_sl
AUDJPY,2025-09-25 23:13:00+00:00,-1,position_open
AUDJPY,2025-09-25 23:34:00+00:00,1,position_open
AUDJPY,2025-09-26 00:45:00+00:00,-1,position_open
AUDJPY,2025-09-26 02:41:00+00:00,1,position_open
AUDJPY,2025-09-26 05:11:00+00:00,-1,position_open
AUDJPY,2025-09-26 06:18:00+00:00,1,position_open
AUDJPY,2025-09-26 06:58:00+00:00,-1,position_open
AUDJPY,2025-09-28 22:07:00+00:00,-1,position_open
AUDJPY,2025-09-28 22:47:00+00:00,-1,position_open
AUDJPY,2025-09-30 22:51:00+00:00,1,position_open
AUDJPY,2025-10-06 22:00:00+00:00,-1,invalid_sl
AUDJPY,2025-10-20 22:00:00+00:00,-1,invalid_sl
AUDJPY,2025-11-04 22:48:00+00:00,-1,position_open
AUDJPY,2025-11-13 00:30:00+00:00,-1,invalid_sl
AUDJPY,2025-11-25 17:18:00+00:00,1,invalid_sl
AUDJPY,2025-11-27 23:33:00+00:00,-1,invalid_sl
AUDJPY,2025-11-28 03:10:00+00:00,1,invalid_sl
AUDJPY,2025-12-01 21:22:00+00:00,-1,invalid_sl
AUDJPY,2025-12-03 02:27:00+00:00,1,position_open
AUDJPY,2025-12-09 23:47:00+00:00,-1,position_open
AUDJPY,2025-12-10 00:55:00+00:00,1,position_open
AUDJPY,2025-12-10 01:35:00+00:00,-1,position_open
AUDJPY,2025-12-15 15:05:00+00:00,-1,invalid_sl
AUDJPY,2025-12-16 15:44:00+00:00,-1,invalid_sl
AUDJPY,2025-12-22 19:32:00+00:00,-1,position_open
AUDJPY,2025-12-22 20:50:00+00:00,1,position_open
AUDJPY,2026-01-08 11:31:00+00:00,1,invalid_sl
AUDJPY,2026-01-09 11:18:00+00:00,1,position_open
AUDJPY,2026-01-12 10:00:00+00:00,1,invalid_sl
AUDJPY,2026-01-16 21:06:00+00:00,1,invalid_sl
AUDJPY,2026-01-19 03:17:00+00:00,1,position_open
AUDJPY,2026-01-27 15:54:00+00:00,1,position_open
AUDJPY,2026-01-27 18:12:00+00:00,-1,position_open
AUDJPY,2026-01-27 18:33:00+00:00,1,position_open
AUDJPY,2026-01-27 18:54:00+00:00,-1,position_open
AUDJPY,2026-01-27 19:35:00+00:00,1,position_open
AUDJPY,2026-01-27 20:04:00+00:00,-1,position_open
AUDJPY,2026-01-27 21:19:00+00:00,1,position_open
AUDJPY,2026-02-10 23:00:00+00:00,-1,invalid_sl
AUDJPY,2026-02-12 23:33:00+00:00,1,invalid_sl
AUDJPY,2026-03-16 22:00:00+00:00,-1,invalid_sl
AUDJPY,2026-03-30 05:26:00+00:00,-1,invalid_sl
AUDJPY,2026-04-02 22:00:00+00:00,-1,invalid_sl
AUDJPY,2026-04-06 23:01:00+00:00,-1,position_open
AUDJPY,2026-04-09 00:23:00+00:00,-1,position_open
AUDJPY,2026-04-09 01:02:00+00:00,1,position_open
AUDJPY,2026-04-09 01:33:00+00:00,-1,position_open
AUDJPY,2026-04-09 02:17:00+00:00,-1,position_open
AUDJPY,2026-04-09 04:01:00+00:00,1,position_open
AUDJPY,2026-04-15 21:41:00+00:00,-1,invalid_sl
AUDJPY,2026-04-29 09:31:00+00:00,-1,position_open
AUDJPY,2026-04-29 10:40:00+00:00,1,invalid_sl
AUDJPY,2026-04-30 16:43:00+00:00,1,position_open
AUDJPY,2026-05-04 13:00:00+00:00,1,invalid_sl
AUDJPY,2026-05-06 22:35:00+00:00,1,position_open
AUDJPY,2026-05-06 23:06:00+00:00,-1,position_open
AUDJPY,2026-05-11 04:58:00+00:00,-1,invalid_sl
AUDJPY,2026-05-20 00:25:00+00:00,-1,invalid_sl
AUDJPY,2026-05-26 22:00:00+00:00,-1,invalid_sl
AUDJPY,2026-05-27 13:02:00+00:00,-1,invalid_sl
AUDJPY,2026-05-28 22:39:00+00:00,1,position_open
AUDJPY,2026-06-09 22:56:00+00:00,-1,position_open
AUDJPY,2026-06-10 01:42:00+00:00,1,position_open
AUDJPY,2026-06-10 02:39:00+00:00,1,position_open
AUDJPY,2026-06-10 03:02:00+00:00,-1,position_open
AUDJPY,2026-06-10 03:46:00+00:00,-1,position_open
AUDJPY,2026-06-10 04:54:00+00:00,-1,position_open
AUDJPY,2026-06-22 22:28:00+00:00,1,position_open
AUDJPY,2026-06-22 23:23:00+00:00,-1,position_open
AUDJPY,2026-06-25 00:50:00+00:00,-1,invalid_sl
AUDJPY,2026-06-29 23:04:00+00:00,-1,position_open
NZDJPY,2024-01-15 21:54:00+00:00,1,invalid_sl
NZDJPY,2024-02-13 06:59:00+00:00,1,invalid_sl
NZDJPY,2024-02-13 12:44:00+00:00,1,position_open
NZDJPY,2024-02-14 23:38:00+00:00,1,position_open
NZDJPY,2024-02-19 00:19:00+00:00,1,invalid_sl
NZDJPY,2024-03-18 20:58:00+00:00,1,invalid_sl
NZDJPY,2024-03-19 23:43:00+00:00,1,invalid_sl
NZDJPY,2024-04-01 21:00:00+00:00,1,invalid_sl
NZDJPY,2024-04-02 02:02:00+00:00,1,invalid_sl
NZDJPY,2024-04-08 00:09:00+00:00,-1,position_open
NZDJPY,2024-04-08 01:18:00+00:00,1,position_open
NZDJPY,2024-04-10 21:08:00+00:00,1,invalid_sl
NZDJPY,2024-04-11 02:24:00+00:00,-1,position_open
NZDJPY,2024-04-11 02:57:00+00:00,1,position_open
NZDJPY,2024-04-29 22:00:00+00:00,1,position_open
NZDJPY,2024-04-29 23:00:00+00:00,1,position_open
NZDJPY,2024-05-10 07:06:00+00:00,1,position_open
NZDJPY,2024-05-14 11:56:00+00:00,-1,position_open
NZDJPY,2024-05-23 15:52:00+00:00,1,position_open
NZDJPY,2024-05-23 16:22:00+00:00,-1,position_open
NZDJPY,2024-06-10 12:46:00+00:00,1,invalid_sl
NZDJPY,2024-06-11 03:52:00+00:00,-1,position_open
NZDJPY,2024-06-11 04:55:00+00:00,1,position_open
NZDJPY,2024-06-19 00:00:00+00:00,-1,invalid_sl
NZDJPY,2024-07-04 02:48:00+00:00,-1,invalid_sl
NZDJPY,2024-07-08 23:08:00+00:00,1,invalid_sl
NZDJPY,2024-07-15 22:32:00+00:00,1,position_open
NZDJPY,2024-07-22 01:39:00+00:00,1,position_open
NZDJPY,2024-07-30 02:42:00+00:00,1,invalid_sl
NZDJPY,2024-07-31 14:40:00+00:00,1,position_open
NZDJPY,2024-08-15 22:01:00+00:00,1,invalid_sl
NZDJPY,2024-08-21 22:41:00+00:00,1,position_open
NZDJPY,2024-08-23 00:03:00+00:00,1,position_open
NZDJPY,2024-08-23 01:27:00+00:00,-1,position_open
NZDJPY,2024-08-23 07:05:00+00:00,-1,invalid_sl
NZDJPY,2024-09-10 11:00:00+00:00,-1,invalid_sl
NZDJPY,2024-09-12 23:32:00+00:00,-1,invalid_sl
NZDJPY,2024-09-30 22:00:00+00:00,-1,invalid_sl
NZDJPY,2024-10-01 18:35:00+00:00,1,position_open
NZDJPY,2024-10-01 21:07:00+00:00,-1,position_open
NZDJPY,2024-10-01 23:56:00+00:00,1,position_open
NZDJPY,2024-10-09 21:00:00+00:00,1,invalid_sl
NZDJPY,2024-10-14 03:31:00+00:00,1,position_open
NZDJPY,2024-10-14 06:34:00+00:00,1,position_open
NZDJPY,2024-10-14 09:13:00+00:00,1,position_open
NZDJPY,2024-10-14 10:14:00+00:00,-1,position_open
NZDJPY,2024-10-14 12:14:00+00:00,1,position_open
NZDJPY,2024-10-14 13:30:00+00:00,1,position_open
NZDJPY,2024-10-14 22:35:00+00:00,1,position_open
NZDJPY,2024-10-21 00:49:00+00:00,-1,invalid_sl
NZDJPY,2024-10-29 21:00:00+00:00,1,invalid_sl
NZDJPY,2024-12-13 21:57:00+00:00,1,invalid_sl
NZDJPY,2024-12-17 22:48:00+00:00,1,position_open
NZDJPY,2025-01-21 07:45:00+00:00,1,invalid_sl
NZDJPY,2025-01-24 06:44:00+00:00,-1,invalid_sl
NZDJPY,2025-01-28 09:28:00+00:00,1,invalid_sl
NZDJPY,2025-02-11 19:59:00+00:00,1,invalid_sl
NZDJPY,2025-02-12 07:15:00+00:00,-1,invalid_sl
NZDJPY,2025-02-17 18:31:00+00:00,1,invalid_sl
NZDJPY,2025-02-19 11:01:00+00:00,-1,invalid_sl
NZDJPY,2025-02-24 02:56:00+00:00,1,invalid_sl
NZDJPY,2025-02-24 15:08:00+00:00,-1,invalid_sl
NZDJPY,2025-03-07 13:30:00+00:00,-1,invalid_sl
NZDJPY,2025-03-25 13:41:00+00:00,-1,invalid_sl
NZDJPY,2025-04-10 21:40:00+00:00,-1,invalid_sl
NZDJPY,2025-04-17 05:33:00+00:00,-1,position_open
NZDJPY,2025-04-17 08:06:00+00:00,1,position_open
NZDJPY,2025-04-18 02:10:00+00:00,-1,position_open
NZDJPY,2025-04-18 10:24:00+00:00,1,position_open
NZDJPY,2025-04-18 11:58:00+00:00,-1,position_open
NZDJPY,2025-04-18 15:58:00+00:00,-1,position_open
NZDJPY,2025-04-18 19:14:00+00:00,-1,position_open
NZDJPY,2025-04-18 20:04:00+00:00,-1,position_open
NZDJPY,2025-04-21 22:00:00+00:00,-1,invalid_sl
NZDJPY,2025-04-25 07:46:00+00:00,-1,invalid_sl
NZDJPY,2025-05-08 00:56:00+00:00,-1,invalid_sl
NZDJPY,2025-05-15 22:00:00+00:00,-1,invalid_sl
NZDJPY,2025-05-28 20:59:00+00:00,1,invalid_sl
NZDJPY,2025-06-03 22:35:00+00:00,1,position_open
NZDJPY,2025-06-08 23:30:00+00:00,1,position_open
NZDJPY,2025-06-09 00:22:00+00:00,-1,position_open
NZDJPY,2025-06-23 21:57:00+00:00,1,invalid_sl
NZDJPY,2025-06-24 09:43:00+00:00,1,invalid_sl
NZDJPY,2025-07-01 22:45:00+00:00,1,position_open
NZDJPY,2025-07-04 20:18:00+00:00,1,invalid_sl
NZDJPY,2025-07-16 22:30:00+00:00,1,position_open
NZDJPY,2025-07-22 22:00:00+00:00,-1,invalid_sl
NZDJPY,2025-07-23 17:50:00+00:00,1,invalid_sl
NZDJPY,2025-07-30 00:54:00+00:00,1,invalid_sl
NZDJPY,2025-07-30 21:34:00+00:00,1,invalid_sl
NZDJPY,2025-08-05 21:04:00+00:00,1,invalid_sl
NZDJPY,2025-08-07 20:59:00+00:00,1,invalid_sl
NZDJPY,2025-08-07 22:16:00+00:00,1,position_open
NZDJPY,2025-08-07 23:58:00+00:00,1,position_open
NZDJPY,2025-08-12 20:59:00+00:00,1,invalid_sl
NZDJPY,2025-08-12 22:53:00+00:00,1,position_open
NZDJPY,2025-08-14 22:58:00+00:00,1,position_open
NZDJPY,2025-08-21 20:59:00+00:00,1,invalid_sl
NZDJPY,2025-08-22 06:05:00+00:00,-1,invalid_sl
NZDJPY,2025-08-25 11:47:00+00:00,1,invalid_sl
NZDJPY,2025-08-28 00:17:00+00:00,1,position_open
NZDJPY,2025-08-28 01:27:00+00:00,-1,position_open
NZDJPY,2025-08-28 02:16:00+00:00,-1,position_open
NZDJPY,2025-08-28 03:16:00+00:00,1,position_open
NZDJPY,2025-08-28 04:36:00+00:00,-1,position_open
NZDJPY,2025-08-28 07:05:00+00:00,1,position_open
NZDJPY,2025-08-28 08:50:00+00:00,1,position_open
NZDJPY,2025-08-28 11:41:00+00:00,-1,position_open
NZDJPY,2025-08-28 12:26:00+00:00,1,position_open
NZDJPY,2025-08-28 14:18:00+00:00,1,position_open
NZDJPY,2025-08-28 21:20:00+00:00,-1,position_open
NZDJPY,2025-08-28 22:41:00+00:00,1,position_open
NZDJPY,2025-08-28 23:32:00+00:00,-1,position_open
NZDJPY,2025-08-29 01:19:00+00:00,1,position_open
NZDJPY,2025-09-04 22:19:00+00:00,1,position_open
NZDJPY,2025-09-15 22:17:00+00:00,1,position_open
NZDJPY,2025-09-16 00:46:00+00:00,-1,position_open
NZDJPY,2025-09-16 08:24:00+00:00,1,position_open
NZDJPY,2025-09-16 09:46:00+00:00,1,position_open
NZDJPY,2025-09-16 14:15:00+00:00,-1,position_open
NZDJPY,2025-09-16 20:41:00+00:00,1,position_open
NZDJPY,2025-09-22 00:01:00+00:00,-1,invalid_sl
NZDJPY,2025-09-22 22:47:00+00:00,1,position_open
NZDJPY,2025-09-22 23:54:00+00:00,1,position_open
NZDJPY,2025-09-23 01:38:00+00:00,-1,position_open
NZDJPY,2025-09-23 08:31:00+00:00,1,position_open
NZDJPY,2025-09-23 14:07:00+00:00,-1,position_open
NZDJPY,2025-09-23 15:52:00+00:00,-1,position_open
NZDJPY,2025-10-01 22:41:00+00:00,1,position_open
NZDJPY,2025-10-02 22:39:00+00:00,-1,position_open
NZDJPY,2025-10-06 14:10:00+00:00,1,invalid_sl
NZDJPY,2025-10-19 22:00:00+00:00,-1,invalid_sl
NZDJPY,2025-10-21 23:03:00+00:00,1,invalid_sl
NZDJPY,2025-10-27 07:30:00+00:00,-1,invalid_sl
NZDJPY,2025-11-06 00:01:00+00:00,1,position_open
NZDJPY,2025-11-06 00:55:00+00:00,-1,position_open
NZDJPY,2025-11-06 02:47:00+00:00,1,position_open
NZDJPY,2025-11-06 03:43:00+00:00,-1,position_open
NZDJPY,2025-11-06 04:48:00+00:00,1,position_open
NZDJPY,2025-11-06 06:00:00+00:00,-1,position_open
NZDJPY,2025-11-06 23:53:00+00:00,-1,position_open
NZDJPY,2025-11-17 10:28:00+00:00,1,invalid_sl
NZDJPY,2025-11-24 08:00:00+00:00,1,invalid_sl
NZDJPY,2025-11-27 22:00:00+00:00,1,invalid_sl
NZDJPY,2025-12-07 22:04:00+00:00,1,invalid_sl
NZDJPY,2025-12-11 23:00:00+00:00,-1,invalid_sl
NZDJPY,2025-12-18 18:48:00+00:00,1,invalid_sl
NZDJPY,2025-12-22 23:07:00+00:00,1,invalid_sl
NZDJPY,2025-12-25 23:00:00+00:00,1,invalid_sl
NZDJPY,2026-01-07 00:01:00+00:00,-1,invalid_sl
NZDJPY,2026-01-07 19:29:00+00:00,-1,position_open
NZDJPY,2026-02-02 22:30:00+00:00,-1,invalid_sl
NZDJPY,2026-02-03 23:52:00+00:00,-1,invalid_sl
NZDJPY,2026-02-10 02:02:00+00:00,-1,invalid_sl
NZDJPY,2026-02-16 23:05:00+00:00,-1,position_open
NZDJPY,2026-02-17 22:55:00+00:00,1,invalid_sl
NZDJPY,2026-02-20 17:56:00+00:00,1,position_open
NZDJPY,2026-02-23 01:16:00+00:00,-1,invalid_sl
NZDJPY,2026-03-09 01:50:00+00:00,1,position_open
NZDJPY,2026-03-17 04:14:00+00:00,-1,invalid_sl
NZDJPY,2026-04-01 03:33:00+00:00,-1,invalid_sl
NZDJPY,2026-04-10 00:02:00+00:00,-1,position_open
NZDJPY,2026-04-10 01:31:00+00:00,-1,position_open
NZDJPY,2026-04-10 04:02:00+00:00,1,position_open
NZDJPY,2026-04-10 04:39:00+00:00,-1,position_open
NZDJPY,2026-04-10 06:14:00+00:00,1,position_open
NZDJPY,2026-04-10 07:00:00+00:00,-1,position_open
NZDJPY,2026-04-16 22:16:00+00:00,-1,position_open
